student_id,interaction_order,is_correct,time_taken,attempt_count,hint_count
7,7,0,0.668,2,0
7,8,1,0.622,2,0
7,9,1,0.573,2,1
7,10,0,0.296,2,1
7,11,1,0.617,2,1
7,12,0,0.351,2,0
7,13,0,0.292,1,0
7,14,1,0.346,1,0
8,0,0,0.557,1,0
8,1,1,0.428,2,0
8,2,0,0.482,1,0
8,3,0,0.33,2,0
8,4,0,0.226,1,0
8,5,1,0.31,2,2
8,6,0,0.479,2,0
8,7,1,0.216,2,1
8,8,0,0.553,2,2
8,9,0,0.228,2,2
8,10,1,0.282,1,0
8,11,0,0.314,1,0
8,12,0,0.627,2,1
8,13,0,0.587,1,2
8,14,1,0.627,2,0
8,15,1,0.397,2,0
8,16,0,0.325,1,2
9,0,1,0.217,1,0
9,1,0,0.054,1,0
9,2,1,0.266,1,0
9,3,1,0.166,1,0
9,4,1,0.139,2,1
9,5,1,0.218,1,0
9,6,1,0.16,2,0
9,7,1,0.288,1,0
9,8,1,0.097,1,0
9,9,1,0.295,1,0
9,10,1,0.246,1,0
9,11,1,0.169,2,0
9,12,1,0.156,1,0
9,13,1,0.29,1,1
9,14,1,0.333,1,0
9,15,0,0.101,1,0
9,16,0,0.202,2,1
9,17,0,0.291,1,0
9,18,0,0.104,2,0
9,19,0,0.196,1,0
9,20,1,0.1,2,0
9,21,1,0.053,2,0
9,22,1,0.096,2,0
9,23,1,0.193,1,0
10,0,0,0.436,2,0
10,1,1,0.529,1,1
10,2,1,0.424,2,0
10,3,1,0.377,1,2
10,4,0,0.642,1,1
10,5,0,0.392,2,0
10,6,0,0.393,2,0
10,7,1,0.667,2,1
10,8,0,0.464,1,0
10,9,1,0.234,2,0
10,10,1,0.626,1,0
10,11,0,0.415,1,0
10,12,1,0.656,2,1
11,0,1,0.342,1,0
11,1,1,0.291,1,0
11,2,0,0.318,1,0
11,3,1,0.078,1,0
11,4,1,0.107,1,0
11,5,1,0.292,1,0
11,6,1,0.156,1,0
11,7,1,0.154,2,1
11,8,1,0.328,2,1
11,9,1,0.296,1,0
11,10,1,0.258,1,1
11,11,1,0.187,1,0
11,12,0,0.105,1,1
11,13,1,0.248,1,0
11,14,1,0.111,1,0
11,15,1,0.15,1,0
11,16,1,0.056,1,0
11,17,1,0.159,1,0
11,18,0,0.19,1,0
11,19,1,0.25,1,0
12,0,0,0.714,3,0
12,1,0,0.733,2,0
12,2,0,0.798,2,2
12,3,0,0.874,2,0
12,4,0,0.661,3,0
12,5,0,0.631,2,0
12,6,0,0.761,1,0
12,7,0,0.958,3,0
12,8,0,0.973,1,0
12,9,0,0.822,3,0
12,10,0,0.621,2,1
12,11,0,0.54,3,2
12,12,0,0.752,2,0
12,13,0,0.684,2,2
12,14,0,0.877,3,3
13,0,1,0.598,1,1
13,1,1,0.749,1,3
13,2,1,0.511,2,2
13,3,0,0.772,2,3
13,4,0,0.765,2,2
13,5,0,0.658,1,3
13,6,1,0.879,3,1
13,7,0,0.771,2,1
13,8,0,0.865,2,3
13,9,0,0.656,1,0
13,10,0,0.967,2,0
13,11,1,0.864,2,1
13,12,0,0.595,1,0
13,13,0,0.548,2,3
13,14,0,0.721,2,1
13,15,1,0.853,3,1
13,16,0,0.697,3,2
14,0,1,0.638,2,1
14,1,0,0.557,1,0
14,2,0,0.549,1,1
14,3,1,0.465,1,0
14,4,1,0.254,1,2
14,5,1,0.405,2,1
14,6,0,0.683,1,1
14,7,1,0.296,2,2
14,8,1,0.425,2,1
14,9,1,0.604,1,2
14,10,0,0.431,1,0
14,11,1,0.66,2,1
14,12,1,0.518,2,2
14,13,1,0.656,1,0
14,14,0,0.241,2,0
14,15,1,0.563,2,2
14,16,1,0.637,1,2
14,17,1,0.234,2,0
14,18,1,0.462,2,0
14,19,0,0.274,2,0
14,20,1,0.538,1,1
14,21,1,0.617,2,0
14,22,0,0.493,2,1
14,23,1,0.473,1,1
14,24,1,0.484,2,0
14,25,1,0.504,2,1
15,0,1,0.541,1,3
15,1,0,0.619,3,1
15,2,0,0.624,2,3
15,3,1,0.584,3,1
15,4,0,0.583,2,3
15,5,0,0.603,1,2
15,6,0,0.73,2,3
15,7,0,0.946,1,0
15,8,0,0.921,1,3
15,9,0,0.836,2,0
15,10,0,0.861,2,3
15,11,0,0.708,3,2
15,12,0,0.73,1,0
15,13,0,0.771,2,0
15,14,0,0.873,1,0
15,15,0,0.572,2,0
15,16,0,0.873,2,1
16,0,0,0.922,1,3
16,1,1,0.827,1,2
16,2,0,0.899,2,3
16,3,1,0.854,3,1
16,4,0,0.865,2,0
16,5,0,0.952,1,1
16,6,1,0.769,2,0
16,7,0,0.623,1,2
16,8,0,0.758,2,2
16,9,0,0.556,2,1
16,10,0,0.85,3,0
16,11,0,0.916,2,3
16,12,1,0.575,1,0
16,13,1,0.799,3,0
16,14,1,0.593,2,3
16,15,0,0.614,2,2
16,16,0,0.604,1,0
16,17,0,0.598,2,0
16,18,0,0.838,3,3
16,19,0,0.874,3,3
17,0,1,0.695,2,1
17,1,1,0.275,1,2
17,2,1,0.387,2,0
17,3,1,0.356,1,2
17,4,0,0.58,2,1
17,5,1,0.248,2,2
17,6,0,0.246,1,0
17,7,1,0.508,1,1
17,8,1,0.303,1,0
17,9,0,0.309,1,0
17,10,1,0.211,2,0
17,11,1,0.344,1,1
17,12,0,0.492,1,0
17,13,1,0.366,2,1
17,14,1,0.373,1,1
17,15,0,0.402,2,1
17,16,1,0.44,1,1
17,17,0,0.608,2,0
17,18,0,0.283,2,0
17,19,1,0.468,1,2
17,20,0,0.576,2,0
17,21,0,0.647,2,1
17,22,1,0.287,2,2
18,0,1,0.177,1,0
18,1,0,0.194,1,0
18,2,1,0.32,1,0
18,3,1,0.082,1,0
18,4,1,0.219,2,0
18,5,1,0.188,1,1
18,6,1,0.11,1,0
18,7,0,0.16,1,0
18,8,1,0.328,2,1
18,9,1,0.088,1,0
18,10,1,0.091,2,1
18,11,1,0.303,1,0
18,12,1,0.243,2,0
18,13,1,0.194,2,1
18,14,1,0.189,2,0
18,15,1,0.155,1,0
18,16,0,0.173,2,0
18,17,1,0.224,1,1
18,18,1,0.115,1,0
18,19,1,0.151,1,0
18,20,1,0.313,1,1
18,21,1,0.165,2,0
18,22,1,0.108,1,1
19,0,1,0.342,1,0
19,1,1,0.699,1,2
19,2,1,0.518,1,0
19,3,1,0.483,1,0
19,4,1,0.282,2,2
19,5,1,0.323,2,1
19,6,0,0.581,2,1
19,7,0,0.505,2,1
19,8,1,0.431,2,2
19,9,1,0.207,2,1
20,0,1,0.759,2,3
20,1,1,0.889,1,3
20,2,0,0.633,1,2
20,3,1,0.901,2,2
20,4,0,0.755,3,3
20,5,0,0.982,2,0
20,6,0,0.864,2,2
20,7,0,0.694,2,0
20,8,1,0.899,2,1
20,9,0,0.71,3,0
20,10,0,0.76,2,2
20,11,1,0.539,2,0
20,12,0,0.612,2,2
20,13,0,0.834,2,3
20,14,0,0.671,2,0
20,15,0,0.815,1,0
20,16,0,0.622,3,2
20,17,0,0.693,2,0
20,18,0,0.597,1,2
20,19,0,0.565,2,0
20,20,0,0.998,1,3
20,21,0,0.999,3,1
20,22,0,0.606,3,3
20,23,0,0.687,1,3
20,24,1,0.829,2,0
20,25,0,0.744,1,2
20,26,0,0.573,3,3
20,27,0,0.71,2,1
20,28,0,0.793,1,0
21,0,0,0.973,2,3
21,1,0,0.948,1,1
21,2,0,0.682,3,1
21,3,0,0.976,1,2
21,4,1,0.943,3,1
21,5,1,0.916,2,3
21,6,1,0.509,2,0
21,7,0,0.866,2,1
21,8,0,0.682,3,3
21,9,1,0.948,2,1
21,10,0,0.866,1,0
21,11,0,0.564,2,0
21,12,0,0.639,2,1
21,13,0,0.777,3,2
21,14,0,0.67,3,0
21,15,0,0.872,2,1
21,16,0,0.78,2,0
21,17,0,0.661,3,1
21,18,0,0.787,1,3
21,19,0,0.633,3,1
21,20,0,0.755,2,1
22,0,0,0.273,1,2
22,1,0,0.482,1,1
22,2,1,0.401,2,1
22,3,1,0.669,1,0
22,4,1,0.244,2,0
22,5,1,0.213,2,0
22,6,1,0.289,2,0
22,7,1,0.698,2,0
22,8,0,0.541,2,0
22,9,0,0.66,2,1
22,10,1,0.375,1,0
22,11,1,0.635,1,1
22,12,1,0.646,2,1
22,13,0,0.28,2,0
22,14,0,0.592,1,1
22,15,1,0.314,1,0
22,16,1,0.237,2,1
22,17,1,0.324,2,2
22,18,0,0.606,2,0
22,19,1,0.515,2,2
22,20,1,0.477,1,2
22,21,0,0.696,1,0
22,22,1,0.424,2,0
22,23,1,0.638,1,2
22,24,1,0.504,2,0
22,25,1,0.645,1,0
22,26,0,0.328,2,1
23,0,1,0.474,2,0
23,1,0,0.527,1,2
23,2,1,0.242,1,2
23,3,1,0.543,2,0
23,4,0,0.468,1,1
23,5,1,0.512,1,1
23,6,0,0.492,1,1
23,7,1,0.306,2,1
23,8,0,0.606,1,2
23,9,0,0.545,1,2
23,10,1,0.292,2,0
23,11,1,0.238,1,2
23,12,0,0.529,2,0
24,0,1,0.412,2,2
24,1,1,0.421,1,2
24,2,0,0.683,2,2
24,3,1,0.36,2,0
24,4,1,0.437,2,1
24,5,0,0.491,2,2
24,6,1,0.386,1,2
24,7,1,0.506,2,2
24,8,1,0.447,1,1
24,9,1,0.415,2,2
24,10,1,0.535,1,0
24,11,0,0.485,1,0
25,0,1,0.527,2,2
25,1,1,0.273,1,0
25,2,0,0.428,1,0
25,3,0,0.374,2,0
25,4,1,0.635,1,2
25,5,0,0.37,2,0
25,6,0,0.658,2,2
25,7,1,0.205,1,0
25,8,1,0.281,2,2
25,9,1,0.332,1,1
25,10,1,0.3,1,2
25,11,1,0.582,2,2
25,12,0,0.574,2,2
25,13,0,0.412,1,0
25,14,1,0.398,2,1
25,15,0,0.443,1,0
25,16,1,0.426,1,1
26,0,1,0.256,1,0
26,1,1,0.182,1,0
26,2,1,0.141,1,0
26,3,0,0.274,2,0
26,4,1,0.333,2,0
26,5,1,0.114,2,0
26,6,1,0.292,1,0
26,7,1,0.192,1,0
26,8,0,0.156,2,0
26,9,1,0.293,1,0
26,10,1,0.146,1,1
26,11,1,0.097,1,0
26,12,1,0.258,1,0
26,13,1,0.263,2,1
26,14,1,0.327,1,0
26,15,1,0.339,1,0
26,16,0,0.15,2,1
26,17,1,0.268,2,0
26,18,1,0.339,1,1
26,19,0,0.258,1,0
26,20,1,0.207,1,0
26,21,1,0.313,1,1
26,22,1,0.075,1,0
26,23,1,0.274,1,0
26,24,1,0.236,1,0
26,25,1,0.343,1,1
26,26,1,0.345,1,0
27,0,1,0.087,1,0
27,1,1,0.266,1,1
27,2,1,0.267,1,0
27,3,1,0.288,1,0
27,4,1,0.172,2,1
27,5,1,0.165,1,0
27,6,1,0.167,1,0
27,7,1,0.099,1,0
27,8,0,0.24,1,1
27,9,1,0.135,1,0
27,10,1,0.307,2,0
27,11,1,0.234,1,0
27,12,0,0.347,1,0
27,13,1,0.244,1,0
27,14,1,0.286,1,0
27,15,1,0.108,1,0
27,16,1,0.239,1,0
27,17,1,0.137,1,1
27,18,0,0.223,1,0
27,19,1,0.234,1,0
27,20,1,0.181,2,0
27,21,0,0.256,1,1
27,22,1,0.156,1,0
27,23,1,0.228,1,0
27,24,1,0.248,1,0
27,25,0,0.089,1,0
27,26,1,0.326,1,0
27,27,1,0.17,1,0
27,28,1,0.146,1,0
27,29,1,0.081,1,0
28,0,1,0.307,1,0
28,1,1,0.277,2,0
28,2,1,0.116,2,0
28,3,1,0.299,1,0
28,4,1,0.147,1,0
28,5,0,0.126,1,1
28,6,1,0.241,2,1
28,7,1,0.179,1,0
28,8,0,0.209,2,0
28,9,1,0.25,1,0
29,0,1,0.304,2,0
29,1,1,0.192,1,0
29,2,1,0.156,1,0
29,3,1,0.227,1,0
29,4,1,0.128,2,0
29,5,1,0.149,1,0
29,6,1,0.166,2,0
29,7,0,0.309,2,0
29,8,1,0.092,1,0
29,9,1,0.15,2,0
29,10,1,0.312,1,0
29,11,0,0.34,2,0
29,12,1,0.205,1,0
29,13,1,0.098,1,0
29,14,1,0.303,1,0
29,15,0,0.163,1,1
29,16,1,0.321,1,0
29,17,1,0.187,2,0
29,18,1,0.141,1,0
29,19,1,0.084,1,1
29,20,1,0.08,1,0
29,21,1,0.311,1,0
29,22,1,0.082,2,0
29,23,1,0.107,1,0
29,24,1,0.194,2,0
29,25,1,0.11,2,0
29,26,1,0.113,1,0
30,0,1,0.07,2,0
30,1,1,0.312,1,0
30,2,1,0.174,1,0
30,3,1,0.187,1,0
30,4,1,0.108,1,0
30,5,1,0.2,1,0
30,6,1,0.169,1,0
30,7,1,0.182,2,0
30,8,0,0.242,1,0
30,9,1,0.103,1,0
30,10,1,0.332,2,0
30,11,1,0.191,2,1
30,12,1,0.203,1,0
30,13,1,0.328,1,1
30,14,1,0.175,2,0
30,15,1,0.201,1,0
30,16,1,0.15,1,0
30,17,1,0.062,1,0
30,18,1,0.187,1,0
30,19,1,0.195,1,0
30,20,1,0.092,1,0
30,21,1,0.236,1,0
30,22,1,0.223,1,0
30,23,0,0.26,2,0
30,24,0,0.067,1,0
30,25,1,0.227,2,0
30,26,1,0.117,1,1
30,27,1,0.203,2,0
30,28,1,0.343,1,0
30,29,1,0.142,1,0
31,0,1,0.12,1,0
31,1,1,0.202,1,0
31,2,1,0.122,2,1
31,3,1,0.25,1,0
31,4,1,0.304,1,1
31,5,1,0.228,2,0
31,6,1,0.094,1,0
31,7,1,0.336,1,0
31,8,1,0.316,1,0
31,9,1,0.056,2,1
31,10,1,0.136,1,0
31,11,1,0.13,1,0
31,12,1,0.067,1,0
31,13,1,0.35,2,0
31,14,1,0.09,1,0
31,15,1,0.128,1,0
31,16,1,0.224,1,1
31,17,1,0.254,2,0
31,18,1,0.274,2,1
31,19,1,0.331,1,0
31,20,1,0.128,1,0
31,21,1,0.161,2,0
31,22,1,0.169,1,0
31,23,1,0.106,1,1
32,0,1,0.205,2,0
32,1,1,0.276,2,0
32,2,1,0.336,1,0
32,3,1,0.055,2,1
32,4,1,0.244,2,0
32,5,1,0.263,1,1
32,6,1,0.06,1,0
32,7,1,0.243,2,1
32,8,1,0.155,1,1
32,9,1,0.255,2,1
32,10,1,0.23,1,0
32,11,1,0.204,2,1
32,12,1,0.103,1,0
32,13,1,0.234,1,1
32,14,0,0.297,1,1
32,15,1,0.149,1,1
32,16,1,0.284,1,0
32,17,1,0.294,2,0
32,18,1,0.232,1,0
32,19,1,0.328,1,0
32,20,1,0.151,2,0
32,21,1,0.25,2,0
33,0,1,0.349,1,0
33,1,1,0.262,1,0
33,2,1,0.29,1,1
33,3,1,0.091,1,1
33,4,1,0.25,1,0
33,5,1,0.338,1,0
33,6,1,0.245,2,0
33,7,1,0.127,1,0
33,8,0,0.251,1,0
33,9,1,0.134,1,1
33,10,1,0.053,2,0
33,11,1,0.212,2,1
33,12,1,0.245,1,1
33,13,1,0.096,1,0
33,14,1,0.233,1,0
33,15,1,0.123,1,0
33,16,1,0.267,2,0
33,17,1,0.062,2,0
33,18,1,0.17,1,0
33,19,1,0.229,1,0
33,20,1,0.332,1,1
33,21,0,0.069,1,0
33,22,1,0.244,1,1
33,23,1,0.324,1,1
34,0,1,0.816,2,0
34,1,0,0.525,3,2
34,2,0,0.95,2,2
34,3,1,0.888,1,2
34,4,0,0.554,2,3
34,5,0,0.689,2,2
34,6,0,0.774,1,2
34,7,0,0.715,1,2
34,8,0,0.82,2,1
34,9,0,0.902,2,2
34,10,0,0.513,1,3
34,11,0,0.908,2,3
34,12,0,0.943,2,0
34,13,1,0.701,2,2
34,14,0,0.785,2,2
34,15,0,0.976,2,0
34,16,1,0.9,2,2
34,17,0,0.75,2,3
34,18,0,0.788,3,0
34,19,1,0.985,1,2
34,20,0,0.905,1,1
34,21,0,0.67,1,2
34,22,1,0.61,2,1
34,23,0,0.708,3,0
34,24,0,0.613,3,1
34,25,0,0.789,1,3
34,26,1,0.631,3,3
35,0,1,0.332,1,0
35,1,1,0.21,1,1
35,2,1,0.209,2,1
35,3,1,0.277,2,0
35,4,0,0.105,1,0
35,5,1,0.314,1,0
35,6,1,0.225,1,0
35,7,1,0.328,1,0
35,8,1,0.308,1,1
35,9,0,0.098,1,0
35,10,1,0.286,1,1
35,11,1,0.249,2,0
35,12,1,0.23,2,0
35,13,1,0.097,1,0
35,14,1,0.184,1,0
35,15,1,0.258,1,1
35,16,1,0.319,2,0
35,17,1,0.281,1,0
35,18,1,0.341,2,0
35,19,1,0.16,1,0
35,20,1,0.317,1,1
35,21,0,0.284,1,0
35,22,1,0.223,1,0
35,23,1,0.111,1,1
35,24,1,0.179,1,0
35,25,1,0.117,1,0
35,26,1,0.139,1,0
35,27,1,0.104,1,1
36,0,1,0.539,1,1
36,1,0,0.332,1,1
36,2,0,0.548,2,2
36,3,1,0.692,1,0
36,4,0,0.278,1,0
36,5,0,0.582,2,1
36,6,1,0.419,2,0
36,7,0,0.686,1,1
36,8,1,0.539,1,0
36,9,1,0.657,1,0
36,10,0,0.305,1,1
36,11,1,0.631,2,1
36,12,1,0.226,1,0
36,13,1,0.521,1,0
36,14,1,0.456,2,2
36,15,1,0.4,2,1
36,16,1,0.533,1,0
36,17,1,0.362,2,0
36,18,1,0.638,1,1
36,19,1,0.519,2,0
36,20,1,0.526,2,0
36,21,1,0.321,1,1
36,22,0,0.542,1,1
36,23,1,0.582,1,2
36,24,1,0.531,2,0
36,25,1,0.377,2,0
36,26,1,0.364,2,2
36,27,0,0.359,2,1
36,28,1,0.559,2,1
36,29,1,0.694,2,1
37,0,1,0.108,1,0
37,1,1,0.344,1,1
37,2,1,0.343,2,1
37,3,0,0.143,1,0
37,4,0,0.151,1,0
37,5,1,0.161,1,0
37,6,1,0.092,1,0
37,7,0,0.316,1,0
37,8,1,0.08,1,0
37,9,1,0.307,1,0
37,10,1,0.275,1,1
37,11,1,0.331,1,0
37,12,1,0.139,1,0
37,13,1,0.103,1,0
38,0,1,0.495,2,2
38,1,1,0.285,1,2
38,2,1,0.473,1,2
38,3,0,0.696,1,0
38,4,1,0.595,2,2
38,5,1,0.675,2,0
38,6,1,0.221,2,2
38,7,0,0.526,2,0
38,8,0,0.44,1,1
38,9,1,0.481,2,0
38,10,1,0.224,1,0
38,11,1,0.493,2,0
38,12,0,0.206,2,1
38,13,0,0.627,2,0
38,14,1,0.573,1,1
38,15,0,0.568,2,1
38,16,0,0.552,2,0
38,17,0,0.253,2,1
38,18,0,0.245,2,1
38,19,0,0.568,1,2
38,20,0,0.44,1,1
38,21,1,0.384,2,2
38,22,1,0.366,1,2
38,23,0,0.334,2,1
38,24,1,0.398,2,2
39,0,0,0.602,2,2
39,1,1,0.635,2,2
39,2,0,0.505,1,2
39,3,1,0.657,1,0
39,4,0,0.953,2,1
39,5,1,0.705,2,0
39,6,1,0.993,1,0
39,7,0,0.867,3,3
39,8,0,0.91,2,1
39,9,0,0.936,2,1
39,10,0,0.809,2,2
39,11,0,0.737,2,0
39,12,1,0.872,2,3
39,13,1,0.547,2,3
39,14,0,0.873,2,2
39,15,0,0.825,1,3
39,16,0,0.652,2,0
39,17,1,0.903,2,2
39,18,0,0.937,2,2
39,19,1,0.814,3,0
39,20,0,0.688,1,2
40,0,0,0.201,2,0
40,1,0,0.624,2,2
40,2,1,0.293,1,2
40,3,1,0.398,2,2
40,4,0,0.514,2,1
40,5,1,0.382,1,0
40,6,0,0.529,1,2
40,7,1,0.543,2,0
40,8,1,0.493,2,2
40,9,0,0.477,2,0
40,10,1,0.569,2,0
40,11,1,0.402,1,2
40,12,0,0.519,1,0
40,13,0,0.208,1,2
40,14,0,0.649,1,0
40,15,1,0.454,1,1
40,16,0,0.242,2,0
40,17,0,0.519,2,1
40,18,0,0.687,2,2
40,19,0,0.646,1,0
40,20,1,0.431,2,1
40,21,0,0.31,2,0
40,22,1,0.557,1,0
40,23,0,0.384,1,0
40,24,0,0.508,1,2
41,0,1,0.588,2,0
41,1,0,0.338,1,1
41,2,0,0.262,1,2
41,3,0,0.534,1,0
41,4,0,0.263,2,0
41,5,1,0.532,2,1
41,6,1,0.523,2,0
41,7,1,0.547,1,0
41,8,0,0.542,2,1
41,9,0,0.664,2,1
41,10,0,0.548,1,1
41,11,0,0.451,2,0
41,12,1,0.488,2,0
41,13,1,0.489,2,0
41,14,1,0.292,1,1
41,15,0,0.654,1,0
41,16,1,0.51,2,2
41,17,0,0.324,1,0
41,18,0,0.554,2,2
41,19,1,0.506,1,0
41,20,1,0.532,2,2
41,21,0,0.236,1,0
41,22,0,0.578,1,2
41,23,0,0.575,2,0
41,24,1,0.27,1,0
41,25,1,0.6,2,2
41,26,1,0.572,2,0
42,0,0,0.425,1,0
42,1,0,0.374,2,0
42,2,0,0.479,1,1
42,3,1,0.672,1,1
42,4,0,0.547,2,0
42,5,0,0.532,1,1
42,6,0,0.259,1,1
42,7,1,0.361,2,0
42,8,1,0.591,1,1
42,9,1,0.456,2,0
42,10,0,0.236,2,0
42,11,1,0.203,1,0
42,12,0,0.365,1,0
42,13,1,0.205,2,2
42,14,1,0.373,1,0
42,15,1,0.373,2,2
42,16,1,0.332,1,1
42,17,1,0.459,2,0
42,18,1,0.647,2,1
42,19,1,0.236,1,0
42,20,0,0.219,2,0
42,21,1,0.696,1,0
42,22,0,0.588,2,2
42,23,1,0.693,1,0
42,24,0,0.521,1,0
42,25,0,0.337,1,0
42,26,1,0.309,1,1
43,0,1,0.431,1,2
43,1,0,0.696,1,0
43,2,1,0.219,1,0
43,3,1,0.488,1,0
43,4,1,0.591,1,2
43,5,1,0.509,2,1
43,6,0,0.308,1,2
43,7,0,0.404,2,2
43,8,1,0.449,2,0
43,9,0,0.434,2,0
43,10,0,0.357,2,1
43,11,0,0.598,2,2
43,12,0,0.488,2,2
43,13,1,0.602,1,2
44,0,0,0.485,1,0
44,1,1,0.696,1,2
44,2,1,0.372,2,0
44,3,0,0.21,2,1
44,4,1,0.355,2,2
44,5,1,0.54,1,1
44,6,0,0.605,2,1
44,7,0,0.394,1,2
44,8,1,0.662,2,1
44,9,1,0.559,1,0
44,10,1,0.413,1,1
44,11,1,0.461,2,0
44,12,0,0.323,1,2
44,13,0,0.466,2,0
44,14,0,0.614,2,0
44,15,1,0.445,2,0
44,16,1,0.358,1,0
44,17,0,0.283,1,0
44,18,1,0.362,1,2
44,19,0,0.536,1,1
45,0,0,0.737,3,3
45,1,1,0.786,2,3
45,2,1,0.564,3,2
45,3,0,0.674,3,2
45,4,0,0.506,3,2
45,5,0,0.731,3,3
45,6,1,0.938,3,0
45,7,0,0.6,2,1
45,8,0,0.786,1,2
45,9,0,0.8,2,2
45,10,1,0.824,3,2
45,11,0,0.99,1,0
45,12,0,0.934,3,2
45,13,1,0.535,2,2
45,14,0,0.679,2,0
45,15,0,0.724,1,3
46,0,0,0.568,2,3
46,1,0,0.584,2,0
46,2,0,0.798,2,0
46,3,0,0.541,2,0
46,4,0,0.529,1,2
46,5,0,0.785,2,0
46,6,1,0.903,3,0
46,7,0,0.73,3,2
46,8,0,0.783,1,2
46,9,0,0.715,2,3
46,10,0,0.885,3,0
46,11,0,0.712,2,3
46,12,0,0.524,2,3
47,0,1,0.895,3,1
47,1,0,0.646,2,2
47,2,0,0.613,3,0
47,3,1,0.552,2,0
47,4,0,0.872,3,0
47,5,0,0.933,2,2
47,6,0,0.624,1,3
47,7,0,0.997,1,1
47,8,0,0.81,2,2
47,9,0,0.513,1,2
47,10,0,0.533,2,1
47,11,1,0.829,3,2
47,12,0,0.869,2,0
47,13,0,0.789,1,2
47,14,1,0.856,2,2
47,15,0,0.888,2,3
47,16,1,0.558,2,0
47,17,0,0.783,3,3
47,18,0,0.969,3,1
47,19,0,0.903,2,3
47,20,1,0.686,2,1
47,21,0,0.83,2,0
47,22,0,0.519,1,3
48,0,0,0.969,3,1
48,1,1,0.933,2,0
48,2,0,0.982,2,1
48,3,0,0.74,3,2
48,4,0,0.784,2,2
48,5,1,0.598,2,3
48,6,0,0.926,2,2
48,7,0,0.925,1,1
48,8,0,0.808,2,3
48,9,0,0.69,3,3
48,10,1,0.931,2,0
48,11,1,0.858,2,0
48,12,0,0.788,2,2
48,13,0,0.961,2,3
48,14,0,0.774,2,2
48,15,1,0.58,2,2
48,16,0,0.75,1,3
48,17,0,0.888,1,1
48,18,0,0.665,2,3
48,19,1,0.652,3,1
48,20,0,0.712,2,2
48,21,0,0.563,2,2
48,22,0,0.774,2,0
48,23,0,0.707,2,0
49,0,0,0.674,2,1
49,1,0,0.716,1,1
49,2,0,0.675,1,3
49,3,1,0.898,2,3
49,4,0,0.757,2,2
